0, 0, Header, 1, 7, 384
1, 0, Start_track
1, 0, Title_t, "London Bridge"
1, 0, Copyright_t, "Copyright \251 1996 by Diversified Software Research"
1, 0, Text_t, "Keyboards: Brent Bailey\012"
1, 0, Text_t, "Drums/Perscussion: Bill Basham\012"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, MIDI_port, 0
1, 0, System_exclusive, 05, 7E, 7F, 09, 01, F7
1, 0, MIDI_port, 0
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 600000
1, 0, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Title_t, "Melody 1"
2, 0, Control_c, 0, 93, 21
2, 0, Control_c, 0, 91, 22
2, 0, Pitch_bend_c, 0, 8110
2, 386, Program_c, 0, 58
2, 387, Control_c, 0, 7, 127
2, 387, Control_c, 0, 10, 77
2, 1539, Note_on_c, 0, 67, 106
2, 1879, Note_on_c, 0, 67, 0
2, 1934, Note_on_c, 0, 69, 106
2, 2016, Note_on_c, 0, 69, 0
2, 2042, Note_on_c, 0, 67, 106
2, 2193, Note_on_c, 0, 67, 0
2, 2244, Note_on_c, 0, 65, 107
2, 2370, Note_on_c, 0, 65, 0
2, 2464, Note_on_c, 0, 64, 107
2, 2647, Note_on_c, 0, 64, 0
2, 2692, Note_on_c, 0, 65, 107
2, 2839, Note_on_c, 0, 65, 0
2, 2933, Note_on_c, 0, 67, 106
2, 3390, Note_on_c, 0, 67, 0
2, 3422, Note_on_c, 0, 62, 108
2, 3834, Note_on_c, 0, 62, 0
2, 3876, Note_on_c, 0, 67, 106
2, 4307, Note_on_c, 0, 67, 0
2, 4324, Note_on_c, 0, 64, 107
2, 4512, Note_on_c, 0, 64, 0
2, 4556, Note_on_c, 0, 60, 109
2, 5040, Note_on_c, 0, 60, 0
2, 5290, Note_on_c, 0, 55, 106
2, 5581, Note_on_c, 0, 55, 0
2, 5664, Note_on_c, 0, 57, 106
2, 5744, Note_on_c, 0, 57, 0
2, 5760, Note_on_c, 0, 55, 106
2, 5916, Note_on_c, 0, 55, 0
2, 5966, Note_on_c, 0, 53, 107
2, 6131, Note_on_c, 0, 53, 0
2, 6185, Note_on_c, 0, 52, 107
2, 6394, Note_on_c, 0, 52, 0
2, 6426, Note_on_c, 0, 53, 107
2, 6605, Note_on_c, 0, 53, 0
2, 6663, Note_on_c, 0, 55, 106
2, 7107, Note_on_c, 0, 55, 0
2, 7123, Note_on_c, 0, 50, 108
2, 7351, Note_on_c, 0, 52, 107
2, 7369, Note_on_c, 0, 50, 0
2, 7497, Note_on_c, 0, 52, 0
2, 7612, Note_on_c, 0, 53, 107
2, 8013, Note_on_c, 0, 53, 0
2, 8076, Note_on_c, 0, 52, 107
2, 8326, Note_on_c, 0, 53, 107
2, 8348, Note_on_c, 0, 52, 0
2, 8466, Note_on_c, 0, 53, 0
2, 8553, Note_on_c, 0, 55, 106
2, 8940, Note_on_c, 0, 55, 0
2, 9001, Note_on_c, 0, 55, 106
2, 9362, Note_on_c, 0, 55, 0
2, 9375, Note_on_c, 0, 57, 106
2, 9464, Note_on_c, 0, 55, 106
2, 9477, Note_on_c, 0, 57, 0
2, 9663, Note_on_c, 0, 55, 0
2, 9691, Note_on_c, 0, 53, 107
2, 9861, Note_on_c, 0, 53, 0
2, 9916, Note_on_c, 0, 52, 107
2, 10159, Note_on_c, 0, 53, 107
2, 10166, Note_on_c, 0, 52, 0
2, 10341, Note_on_c, 0, 53, 0
2, 10385, Note_on_c, 0, 55, 106
2, 10819, Note_on_c, 0, 55, 0
2, 10853, Note_on_c, 0, 50, 108
2, 11259, Note_on_c, 0, 50, 0
2, 11321, Note_on_c, 0, 55, 106
2, 11752, Note_on_c, 0, 55, 0
2, 11788, Note_on_c, 0, 52, 107
2, 11999, Note_on_c, 0, 52, 0
2, 12021, Note_on_c, 0, 48, 109
2, 12577, Note_on_c, 0, 48, 0
2, 12737, Note_on_c, 0, 43, 106
2, 13112, Note_on_c, 0, 45, 106
2, 13115, Note_on_c, 0, 43, 0
2, 13196, Note_on_c, 0, 43, 106
2, 13212, Note_on_c, 0, 45, 0
2, 13400, Note_on_c, 0, 43, 0
2, 13432, Note_on_c, 0, 41, 107
2, 13612, Note_on_c, 0, 41, 0
2, 13656, Note_on_c, 0, 40, 107
2, 13887, Note_on_c, 0, 41, 107
2, 13902, Note_on_c, 0, 40, 0
2, 14065, Note_on_c, 0, 41, 0
2, 14120, Note_on_c, 0, 43, 106
2, 14558, Note_on_c, 0, 43, 0
2, 14587, Note_on_c, 0, 38, 108
2, 14815, Note_on_c, 0, 40, 107
2, 14827, Note_on_c, 0, 38, 0
2, 15003, Note_on_c, 0, 40, 0
2, 15041, Note_on_c, 0, 41, 107
2, 15486, Note_on_c, 0, 41, 0
2, 15515, Note_on_c, 0, 40, 107
2, 15742, Note_on_c, 0, 41, 107
2, 15758, Note_on_c, 0, 40, 0
2, 15937, Note_on_c, 0, 41, 0
2, 15982, Note_on_c, 0, 43, 106
2, 16411, Note_on_c, 0, 43, 0
2, 16462, Note_on_c, 0, 43, 106
2, 16833, Note_on_c, 0, 43, 0
2, 16849, Note_on_c, 0, 45, 106
