0, 0, Header, 1, 5, 192
1, 0, Start_track
1, 0, Time_signature, 2, 2, 24, 8
1, 0, Tempo, 600000
1, 0, Key_signature, 0," ""major"""
1, 0, Text_t," ""New Track           """
1, 0, Text_t," ""New Track           """
1, 0, Text_t," ""TRUMPET             """
1, 0, Text_t," ""PIANO               """
1, 0, Text_t," ""New Track           """
1, 0, Text_t," ""New Track           """
1, 0, Text_t," ""TRUMPET             """
1, 0, Text_t," ""PIANO               """
1, 0, Text_t," ""Copyright (C) 1991 by Voyetra Technologies"""
1, 0, Text_t," ""Copyright (C) 1991 by Voyetra Technologies"""
1, 0, Text_t," ""Copyright (C) 1991 by Voyetra Technologies"""
1, 0, Text_t," ""Copyright (C) 1991 by Voyetra Technologies"""
1, 0, Text_t," ""Copyright (C) 1991 by Voyetra Technologies"""
1, 0, Text_t," ""Copyright (C) 1991 by Voyetra Technologies"""
1, 0, Text_t," ""Copyright (C) 1991 by Voyetra Technologies"""
1, 0, Text_t," ""Copyright (C) 1991 by Voyetra Technologies"""
1, 0, Text_t," ""Copyright (C) 1991 by Voyetra Technologies"""
1, 0, Text_t," ""Copyright (C) 1991 by Voyetra Technologies"""
1, 0, Text_t," ""Copyright (C) 1991 by Voyetra Technologies"""
1, 0, Text_t," ""Copyright (C) 1991 by Voyetra Technologies"""
1, 0, Text_t," ""Copyright (C) 1991 by Voyetra Technologies"""
1, 0, Text_t," ""Copyright (C) 1991 by Voyetra Technologies"""
1, 0, Text_t," ""Copyright (C) 1991 by Voyetra Technologies"""
1, 0, End_track
2, 0, Start_track
2, 0, MIDI_port, 1
2, 0, Title_t," ""Piano               """
2, 0, Program_c, 0, 0
2, 784, Note_on_c, 0,67, 86
2, 784, Note_on_c, 0,55, 74
2, 801, Note_off_c, 0, 67, 64
2, 817, Note_off_c, 0, 55, 64
2, 869, Note_on_c, 0,55, 90
2, 875, Note_on_c, 0,59, 67
2, 875, Note_on_c, 0,59, 62
2, 885, Note_off_c, 0, 67, 64
2, 885, Note_off_c, 0, 59, 64
2, 964, Note_off_c, 0, 62, 64
2, 965, Note_on_c, 0,62, 67
2, 969, Note_on_c, 0,62, 80
2, 983, Note_off_c, 0, 50, 64
2, 989, Note_off_c, 0, 67, 64
2, 1057, Note_on_c, 0,64, 70
2, 1059, Note_on_c, 0,64, 74
2, 1066, Note_off_c, 0, 59, 64
2, 1155, Note_on_c, 0,48, 82
2, 1155, Note_on_c, 0,48, 71
2, 1162, Note_off_c, 0, 62, 64
2, 1172, Note_off_c, 0, 64, 64
2, 1173, Note_off_c, 0, 48, 64
2, 1243, Note_on_c, 0,64, 90
2, 1246, Note_on_c, 0,64, 67
